Date,Open,High,Low,Close,Adj Close,Volume,Company Name
2022-05-20,659.75,675.75,658.0,673.0999755859375,670.1799926757812,9708672,Axis Bank Limited
2022-05-23,673.0,684.7999877929688,668.5499877929688,675.3499755859375,672.4202270507812,7919353,Axis Bank Limited
2022-05-24,669.7000122070312,681.4500122070312,661.2000122070312,664.0499877929688,661.1692504882812,8088546,Axis Bank Limited
2022-05-25,668.0,672.6500244140625,660.0499877929688,665.0,662.1151123046875,5169619,Axis Bank Limited
2022-05-26,672.9500122070312,685.25,668.0,683.25,680.285888671875,10114633,Axis Bank Limited
2022-05-27,689.0,693.7999877929688,684.25,688.2999877929688,685.3140258789062,5539060,Axis Bank Limited
2022-05-30,695.0999755859375,698.0,690.0999755859375,693.6500244140625,690.6408081054688,3818060,Axis Bank Limited
2022-05-31,689.0,696.0,683.0499877929688,685.2000122070312,682.2275390625,10410424,Axis Bank Limited
2022-06-01,683.0,692.4500122070312,680.5,686.0499877929688,683.0738525390625,6966674,Axis Bank Limited
2022-06-02,682.0,693.1500244140625,682.0,691.5499877929688,688.5499267578125,6347433,Axis Bank Limited
2022-06-03,697.2999877929688,698.0,673.1500244140625,677.2999877929688,674.3616943359375,8475726,Axis Bank Limited
2022-06-06,677.0,684.0,670.2999877929688,672.2000122070312,669.2838745117188,6756864,Axis Bank Limited
2022-06-07,672.2000122070312,678.0,661.0999755859375,665.8499755859375,662.9613647460938,8312778,Axis Bank Limited
2022-06-08,670.0,673.5499877929688,655.4500122070312,658.5999755859375,655.742919921875,9282494,Axis Bank Limited
2022-06-09,656.9500122070312,662.75,650.0,661.2999877929688,658.43115234375,5682743,Axis Bank Limited
2022-06-10,655.5,663.7000122070312,652.2000122070312,660.7000122070312,657.833740234375,6758832,Axis Bank Limited
2022-06-13,646.9500122070312,652.0,640.0999755859375,648.9500122070312,646.134765625,6135431,Axis Bank Limited
2022-06-14,645.0,655.7000122070312,643.0999755859375,650.75,647.9269409179688,5391833,Axis Bank Limited
2022-06-15,654.0,656.3499755859375,647.2000122070312,650.5,647.677978515625,4638336,Axis Bank Limited
2022-06-16,657.5,658.2000122070312,631.0499877929688,634.9000244140625,632.1456909179688,5960283,Axis Bank Limited
2022-06-17,630.0,640.7999877929688,626.5999755859375,635.2000122070312,632.4443969726562,6849201,Axis Bank Limited
2022-06-20,635.25,637.1500244140625,622.2000122070312,628.2999877929688,625.5743408203125,5305222,Axis Bank Limited
2022-06-21,632.0,645.3499755859375,628.1500244140625,636.5,633.73876953125,10333886,Axis Bank Limited
2022-06-22,632.5499877929688,633.6500244140625,621.25,626.7999877929688,624.0808715820312,5899024,Axis Bank Limited
2022-06-23,627.4000244140625,640.8499755859375,618.25,629.3499755859375,626.6196899414062,8450777,Axis Bank Limited
2022-06-24,634.3499755859375,642.4500122070312,631.6500244140625,634.0,631.2496337890625,6918584,Axis Bank Limited
2022-06-27,644.0,646.9000244140625,634.7000122070312,637.0999755859375,634.3361206054688,4552114,Axis Bank Limited
2022-06-28,634.0,644.7000122070312,632.0,642.3499755859375,639.5633544921875,10711123,Axis Bank Limited
2022-06-29,636.3499755859375,637.7999877929688,623.5,625.5499877929688,622.8362426757812,13620084,Axis Bank Limited
2022-06-30,624.0,639.2999877929688,623.6500244140625,636.7999877929688,634.0374145507812,10563138,Axis Bank Limited
2022-07-01,633.0,646.5999755859375,631.7999877929688,643.9500122070312,641.1564331054688,6549359,Axis Bank Limited
2022-07-04,641.5499877929688,655.1500244140625,640.5,654.3499755859375,651.51123046875,3933384,Axis Bank Limited
2022-07-05,656.0999755859375,659.9000244140625,646.0,648.5,645.6867065429688,5044787,Axis Bank Limited
2022-07-06,652.0,659.4000244140625,651.0,657.9500122070312,655.095703125,6684686,Axis Bank Limited
2022-07-07,663.4500122070312,664.5,651.6500244140625,658.1500244140625,656.2922973632812,11171714,Axis Bank Limited
2022-07-08,667.0,676.7999877929688,661.4000244140625,669.1500244140625,667.26123046875,12669533,Axis Bank Limited
2022-07-11,666.5499877929688,681.9500122070312,665.3499755859375,679.8499755859375,677.9310302734375,14864123,Axis Bank Limited
2022-07-12,677.0,685.25,673.0,676.2000122070312,674.2913208007812,6446810,Axis Bank Limited
2022-07-13,680.0,685.0,676.9500122070312,679.9000244140625,677.98095703125,9614674,Axis Bank Limited
2022-07-14,678.5999755859375,680.4500122070312,665.5999755859375,668.25,666.36376953125,8026311,Axis Bank Limited
2022-07-15,670.0,674.2000122070312,659.0999755859375,662.2000122070312,660.3308715820312,6015057,Axis Bank Limited
2022-07-18,668.0499877929688,688.0,663.4500122070312,684.5,682.5679321289062,12464664,Axis Bank Limited
2022-07-19,678.5999755859375,703.8499755859375,678.5999755859375,700.5999755859375,698.6224365234375,10171314,Axis Bank Limited
2022-07-20,706.2999877929688,714.5,702.7000122070312,705.7000122070312,703.7081298828125,11620331,Axis Bank Limited
2022-07-21,707.9500122070312,718.4500122070312,704.3499755859375,715.5499877929688,713.5302124023438,8036515,Axis Bank Limited
2022-07-22,717.0,735.0,715.0999755859375,730.75,728.6873779296875,9713490,Axis Bank Limited
2022-07-25,733.5,738.7999877929688,722.5,727.3499755859375,725.2969360351562,6230411,Axis Bank Limited
2022-07-26,722.9000244140625,723.4500122070312,702.0499877929688,706.4500122070312,704.4559326171875,14135744,Axis Bank Limited
2022-07-27,707.9500122070312,720.5499877929688,703.5999755859375,718.9500122070312,716.9207153320312,6106880,Axis Bank Limited
2022-07-28,725.0,733.7000122070312,723.0499877929688,725.9000244140625,723.85107421875,6964838,Axis Bank Limited
2022-07-29,733.9000244140625,734.9500122070312,723.0,724.75,722.7042846679688,6624854,Axis Bank Limited
2022-08-01,726.0,732.2999877929688,720.4000244140625,730.7999877929688,728.7372436523438,5493105,Axis Bank Limited
2022-08-02,727.0,734.3499755859375,721.0999755859375,730.4500122070312,728.3882446289062,7275626,Axis Bank Limited
2022-08-03,730.0,738.5,727.5,730.5,728.4380493164062,9458761,Axis Bank Limited
2022-08-04,735.2000122070312,736.7000122070312,712.2000122070312,721.5999755859375,719.5631713867188,7466635,Axis Bank Limited
2022-08-05,724.0,731.2000122070312,721.2000122070312,728.5,726.4437255859375,4583196,Axis Bank Limited
2022-08-08,730.0,747.3499755859375,728.0999755859375,745.5499877929688,743.445556640625,8191870,Axis Bank Limited
2022-08-10,745.0,747.8499755859375,736.1500244140625,739.0,736.9140625,9069541,Axis Bank Limited
2022-08-11,743.0499877929688,760.6500244140625,743.0499877929688,758.8499755859375,756.7080078125,12384073,Axis Bank Limited
2022-08-12,758.7000122070312,762.0,753.4000244140625,760.5499877929688,758.4032592773438,4614341,Axis Bank Limited
2022-08-16,765.0,772.0,758.4500122070312,764.6500244140625,762.4917602539062,7051498,Axis Bank Limited
2022-08-17,771.4000244140625,773.75,766.25,772.0999755859375,769.920654296875,7674390,Axis Bank Limited
2022-08-18,772.0,776.0,762.0999755859375,765.0499877929688,762.8905639648438,9449924,Axis Bank Limited
2022-08-19,772.0,772.6500244140625,750.25,757.5,755.3618774414062,7553270,Axis Bank Limited
2022-08-22,753.4000244140625,754.4500122070312,739.2000122070312,741.8499755859375,739.7560424804688,4994311,Axis Bank Limited
2022-08-23,738.0,750.8499755859375,733.7999877929688,747.0499877929688,744.9413452148438,6594634,Axis Bank Limited
2022-08-24,745.0,752.0499877929688,742.0,750.1500244140625,748.0325927734375,6875820,Axis Bank Limited
2022-08-25,753.9000244140625,758.5999755859375,740.0,743.3499755859375,741.2517700195312,6320890,Axis Bank Limited
2022-08-26,748.0,755.0,741.2999877929688,744.9000244140625,742.7974243164062,4613713,Axis Bank Limited
2022-08-29,730.0,734.9000244140625,722.0499877929688,728.7000122070312,726.6431274414062,5904146,Axis Bank Limited
2022-08-30,733.0,753.5499877929688,733.0,751.5,749.3787841796875,9193270,Axis Bank Limited
2022-09-01,733.5,754.9000244140625,733.5,744.1500244140625,742.0496215820312,9353805,Axis Bank Limited
2022-09-02,749.0,754.5499877929688,740.25,750.2000122070312,748.0824584960938,7767812,Axis Bank Limited
2022-09-05,750.2000122070312,758.7999877929688,749.3499755859375,756.0999755859375,753.9657592773438,5894055,Axis Bank Limited
2022-09-06,758.0,761.5499877929688,748.7999877929688,750.0,747.883056640625,7606181,Axis Bank Limited
2022-09-07,743.1500244140625,758.0,739.0499877929688,755.4000244140625,753.267822265625,10156460,Axis Bank Limited
2022-09-08,761.75,782.2000122070312,757.0999755859375,779.75,777.549072265625,13410790,Axis Bank Limited
2022-09-09,787.9500122070312,787.9500122070312,780.0,784.8499755859375,782.6346435546875,8732302,Axis Bank Limited
2022-09-12,789.0,805.0,786.7999877929688,801.0,798.7391357421875,15521649,Axis Bank Limited
2022-09-13,805.0,808.9500122070312,803.1500244140625,805.5499877929688,803.2762451171875,9887516,Axis Bank Limited
2022-09-14,794.4000244140625,811.3499755859375,794.4000244140625,803.0499877929688,800.7833251953125,10494713,Axis Bank Limited
2022-09-15,805.5,806.5,787.6500244140625,790.0,787.7701416015625,5996899,Axis Bank Limited
2022-09-16,786.0499877929688,792.5999755859375,776.0999755859375,789.2999877929688,787.0720825195312,11467351,Axis Bank Limited
2022-09-19,789.2999877929688,802.0,786.7000122070312,798.0999755859375,795.8472290039062,11427799,Axis Bank Limited
2022-09-20,806.7999877929688,816.2000122070312,802.0,812.75,810.4559326171875,8274079,Axis Bank Limited
2022-09-21,809.25,816.0,803.3499755859375,806.5499877929688,804.2733764648438,6567084,Axis Bank Limited
2022-09-22,805.0,808.7999877929688,784.2999877929688,789.2000122070312,786.972412109375,7804275,Axis Bank Limited
2022-09-23,789.0,789.0,764.25,768.5999755859375,766.4305419921875,10278805,Axis Bank Limited
2022-09-26,759.0,763.5,741.0,742.5999755859375,740.5038452148438,11090327,Axis Bank Limited
2022-09-27,746.3499755859375,754.1500244140625,730.5,737.5,735.4182739257812,11358306,Axis Bank Limited
2022-09-28,733.9000244140625,733.9000244140625,707.7000122070312,716.4500122070312,714.427734375,13170668,Axis Bank Limited
2022-09-29,722.25,730.7999877929688,711.0,719.0,716.9705810546875,12090981,Axis Bank Limited
2022-09-30,720.0,737.75,714.4000244140625,733.2000122070312,731.1304321289062,9536017,Axis Bank Limited
2022-10-03,731.0,742.0,721.0499877929688,722.75,720.7098999023438,6405645,Axis Bank Limited
2022-10-04,733.4000244140625,744.5,732.0,742.7999877929688,740.703369140625,5438934,Axis Bank Limited
2022-10-06,750.0,760.4000244140625,746.0,755.0999755859375,752.9685668945312,9376433,Axis Bank Limited
2022-10-07,753.7999877929688,757.5,742.2999877929688,755.7000122070312,753.5669555664062,7500540,Axis Bank Limited
2022-10-10,748.0,778.7000122070312,745.0,776.8499755859375,774.6572265625,14106654,Axis Bank Limited
2022-10-11,780.0,795.5,774.5,785.5499877929688,783.3327026367188,15953495,Axis Bank Limited
2022-10-12,789.5,810.7999877929688,783.4500122070312,808.7000122070312,806.4172973632812,21228018,Axis Bank Limited
2022-10-13,807.0,814.9500122070312,795.5999755859375,802.0,799.7362670898438,13024911,Axis Bank Limited
2022-10-14,815.5499877929688,820.7000122070312,794.4500122070312,800.5,798.240478515625,8220645,Axis Bank Limited
2022-10-17,803.5,817.0,797.0999755859375,814.1500244140625,811.8519287109375,9463827,Axis Bank Limited
2022-10-18,820.0,822.9000244140625,811.5499877929688,816.3499755859375,814.0457763671875,8470882,Axis Bank Limited
2022-10-19,818.4500122070312,838.4500122070312,816.9000244140625,829.8499755859375,827.5076293945312,10868663,Axis Bank Limited
2022-10-20,824.9000244140625,831.9000244140625,816.9500122070312,825.8499755859375,823.5189208984375,11813817,Axis Bank Limited
2022-10-21,860.0999755859375,906.0,855.8499755859375,900.4000244140625,897.8585815429688,58057724,Axis Bank Limited
2022-10-24,916.0,918.4500122070312,905.0,909.4500122070312,906.8829956054688,3085307,Axis Bank Limited
2022-10-25,905.7000122070312,910.5999755859376,891.5999755859375,902.8499755859376,900.3016357421875,13187308,Axis Bank Limited
2022-10-27,909.0,919.9500122070312,901.25,915.1500244140624,912.56689453125,11967044,Axis Bank Limited
2022-10-28,915.0,917.9500122070312,898.9000244140625,903.0499877929688,900.5009765625,7320207,Axis Bank Limited
2022-10-31,908.0,918.0,902.0999755859376,906.0,903.4426879882812,9038777,Axis Bank Limited
2022-11-01,904.0,904.0,869.0,871.75,869.2893676757812,29191921,Axis Bank Limited
2022-11-02,875.0,877.0,861.5999755859375,863.5499877929688,861.1124877929688,11029140,Axis Bank Limited
2022-11-03,857.9000244140625,880.4000244140625,856.0,864.0499877929688,861.6111450195312,10185978,Axis Bank Limited
2022-11-04,869.0,872.9000244140625,862.2999877929688,868.0999755859375,865.649658203125,7323879,Axis Bank Limited
2022-11-07,876.25,876.7999877929688,861.2999877929688,872.9500122070312,870.4859619140625,9931261,Axis Bank Limited
2022-11-09,875.0499877929688,880.75,868.5,873.7000122070312,871.23388671875,10190209,Axis Bank Limited
2022-11-10,843.7000122070312,856.7000122070312,841.0,843.7000122070312,841.318603515625,18956575,Axis Bank Limited
2022-11-11,847.0,854.7000122070312,844.1500244140625,850.7000122070312,848.298828125,19329819,Axis Bank Limited
2022-11-14,850.5,853.9000244140625,847.3499755859375,851.0,848.5979614257812,6985306,Axis Bank Limited
2022-11-15,851.25,859.8499755859375,847.2000122070312,858.6500244140625,856.2263793945312,7124767,Axis Bank Limited
2022-11-16,858.0,861.5999755859375,850.5999755859375,855.4000244140625,852.9855346679688,6521854,Axis Bank Limited
2022-11-17,855.4000244140625,861.4000244140625,852.7000122070312,858.2000122070312,855.7776489257812,4909607,Axis Bank Limited
2022-11-18,859.2999877929688,865.7999877929688,855.0,859.2000122070312,856.7747802734375,7065304,Axis Bank Limited
2022-11-21,860.0,870.9500122070312,859.0,870.0499877929688,867.5941772460938,7209207,Axis Bank Limited
2022-11-22,874.9500122070312,877.0,868.3499755859375,870.0499877929688,867.5941772460938,5535233,Axis Bank Limited
2022-11-23,873.9000244140625,877.7999877929688,868.75,874.7000122070312,872.2310180664062,5861417,Axis Bank Limited
2022-11-24,878.0,880.7999877929688,873.0999755859375,878.5499877929688,876.0701904296875,4928778,Axis Bank Limited
2022-11-25,883.0,891.7999877929688,880.9000244140625,887.75,885.244140625,7614047,Axis Bank Limited
2022-11-28,887.7000122070312,899.5,885.2999877929688,891.7000122070312,889.18310546875,7928147,Axis Bank Limited
2022-11-29,894.4000244140625,901.9000244140624,890.0,892.5499877929688,890.0306396484375,5661158,Axis Bank Limited
2022-11-30,895.0,905.0999755859376,885.4500122070312,901.25,898.7061157226562,10452798,Axis Bank Limited
2022-12-01,909.5,909.5,899.5,903.8499755859376,901.2987670898438,7053100,Axis Bank Limited
2022-12-02,898.2999877929688,907.0,891.4000244140625,905.1500244140624,902.5951538085938,7988851,Axis Bank Limited
2022-12-05,907.0,907.2999877929688,897.5999755859375,899.2000122070312,896.6619262695312,5098164,Axis Bank Limited
2022-12-06,897.5,906.9000244140624,895.7000122070312,904.6500244140624,902.0965576171876,5351099,Axis Bank Limited
2022-12-07,902.7999877929688,918.0,899.8499755859375,914.6500244140624,912.068359375,9103656,Axis Bank Limited
2022-12-08,915.6500244140624,943.9500122070312,913.75,939.3499755859376,936.6985473632812,17466047,Axis Bank Limited
2022-12-09,944.0,945.0,927.5999755859376,933.7000122070312,931.0645141601562,8018981,Axis Bank Limited
2022-12-12,929.9000244140624,941.1500244140624,922.0,938.6500244140624,936.0005493164062,7621788,Axis Bank Limited
2022-12-13,940.2000122070312,949.2999877929688,936.5999755859376,944.5999755859376,941.9337158203124,8136559,Axis Bank Limited
2022-12-14,945.6500244140624,950.1500244140624,938.5,942.4000244140624,939.739990234375,8573479,Axis Bank Limited
2022-12-15,939.75,944.9500122070312,932.5999755859376,938.1500244140624,935.5020141601562,7359261,Axis Bank Limited
2022-12-16,932.25,945.2000122070312,929.0999755859376,935.0999755859376,932.4605102539062,6926928,Axis Bank Limited
2022-12-19,935.0999755859376,948.0999755859376,932.4000244140624,946.2000122070312,943.5292358398438,4842336,Axis Bank Limited
2022-12-20,943.75,952.75,940.4500122070312,949.75,947.0692138671876,9511818,Axis Bank Limited
2022-12-21,953.0999755859376,958.9000244140624,928.0,932.2999877929688,929.6685180664062,8368960,Axis Bank Limited
2022-12-22,936.0,936.0,912.9500122070312,919.5499877929688,916.9544677734376,9202717,Axis Bank Limited
2022-12-23,912.0,917.25,904.0,906.5999755859376,904.0409545898438,6371695,Axis Bank Limited
2022-12-26,908.0,932.9500122070312,905.0999755859376,928.7000122070312,926.0786743164062,4764440,Axis Bank Limited
2022-12-27,932.4500122070312,937.7999877929688,922.5999755859376,932.2000122070312,929.5687255859376,3346083,Axis Bank Limited
2022-12-28,930.9500122070312,937.4500122070312,921.2999877929688,924.7000122070312,922.0899047851562,5956496,Axis Bank Limited
2022-12-29,922.7999877929688,944.0,915.7999877929688,934.5499877929688,931.912109375,12204113,Axis Bank Limited
2022-12-30,941.25,943.5,930.3499755859376,933.75,931.1143798828124,3704449,Axis Bank Limited
2023-01-02,932.25,945.0,931.7999877929688,941.5999755859376,938.9421997070312,3498198,Axis Bank Limited
2023-01-03,944.75,965.5999755859376,942.5999755859376,962.2999877929688,959.5838623046876,6927819,Axis Bank Limited
2023-01-04,963.5,970.0,955.0,957.4500122070312,954.7474975585938,9059392,Axis Bank Limited
